Numero Ocorrencia,Data,,,Hora,Uf,,Br,Km,Latitude,Longitude,Natureza Enquadramento,,,Municipio,Envolvimento,Qtd Assalto a Caminhão,Qtde Envolvido,Qtde Veiculo
C1969924170617001200,16/6/2017,"Sexta-feira, 16 de Junho de 2017",2017-06-16,23,PB,PARAÍBA,101 ,52,-6.934999,-35.101399,461,ROUBO A CAMINHÃO,ROUBO,MAMANGUAPE,Vítima,1,2,2
C1970047170203111800,3/2/2017,"Sexta-feira, 3 de Fevereiro de 2017",2017-02-03,10,PR,PARANÁ,373 ,183,-25.040899,-50.270199,461,ROUBO A CAMINHÃO,ROUBO,PONTA GROSSA,Vítima,1,1,3
C1970047170310081400,10/3/2017,"Sexta-feira, 10 de Março de 2017",2017-03-10,7,PR,PARANÁ,376 ,444,-24.842599,-50.474999,461,ROUBO A CAMINHÃO,ROUBO,TIBAGI,Vítima,1,1,2
C1970079170210123600,10/2/2017,"Sexta-feira, 10 de Fevereiro de 2017",2017-02-10,12,PR,PARANÁ,376 ,599,-25.513499,-49.337799,461,ROUBO A CAMINHÃO,ROUBO,CURITIBA,Vítima,1,1,1
C1970079170506023400,6/5/2017,"Sábado, 6 de Maio de 2017",2017-05-06,1,PR,PARANÁ,376 ,674,-25.911399,-48.920199,461,ROUBO A CAMINHÃO,ROUBO,GUARATUBA,Envolvido,1,1,1
C1970079170506023400,6/5/2017,"Sábado, 6 de Maio de 2017",2017-05-06,1,PR,PARANÁ,376 ,674,-25.911399,-48.920199,461,ROUBO A CAMINHÃO,ROUBO,GUARATUBA,Vítima,1,1,1
C1970086170616233100,16/6/2017,"Sexta-feira, 16 de Junho de 2017",2017-06-16,23,PB,PARAÍBA,101 ,52,-6.934999,-35.101399,461,ROUBO A CAMINHÃO,ROUBO,MAMANGUAPE,Vítima,1,2,1
C1970199170102224800,2/1/2017,"Segunda-feira, 2 de Janeiro de 2017",2017-01-02,21,PR,PARANÁ,116 ,68,-25.326099,-49.027199,461,ROUBO A CAMINHÃO,ROUBO,CAMPINA GRANDE DO SUL,Vítima,1,1,2
C1970199170523194000,23/5/2017,"Terça-feira, 23 de Maio de 2017",2017-05-23,19,PR,PARANÁ,116 ,47,-25.213799,-48.900499,461,ROUBO A CAMINHÃO,ROUBO,CAMPINA GRANDE DO SUL,Vítima,1,1,1
C1970199170531074500,31/5/2017,"Quarta-feira, 31 de Maio de 2017",2017-05-31,0,PR,PARANÁ,116 ,12,-25.098099,-48.661199,461,ROUBO A CAMINHÃO,ROUBO,CAMPINA GRANDE DO SUL,Vítima,1,1,1
C1970255170213070800,13/2/2017,"Segunda-feira, 13 de Fevereiro de 2017",2017-02-13,6,SP,SÃO PAULO,116 ,361,-24.117899,-47.266999,461,ROUBO A CAMINHÃO,ROUBO,MIRACATU,Vítima,1,1,1
C1970358170407031700,7/4/2017,"Sexta-feira, 7 de Abril de 2017",2017-04-07,1,SC,SANTA CATARINA,101 ,326,-28.424399,-48.937399,461,ROUBO A CAMINHÃO,ROUBO,CAPIVARI DE BAIXO,Vítima,1,1,1
C1970369170416034200,16/4/2017,"Domingo, 16 de Abril de 2017",2017-04-16,0,PR,PARANÁ,116 ,27,-25.109899,-48.798799,461,ROUBO A CAMINHÃO,ROUBO,CAMPINA GRANDE DO SUL,Vítima,1,1,1
C1970397170316225400,16/3/2017,"Quinta-feira, 16 de Março de 2017",2017-03-16,21,PR,PARANÁ,376 ,615,-25.570399,-49.181399,461,ROUBO A CAMINHÃO,ROUBO,SAO JOSE DOS PINHAIS,Vítima,1,1,1
C1970537170410004600,9/4/2017,"Domingo, 9 de Abril de 2017",2017-04-09,23,PR,PARANÁ,376 ,653,-25.842199,-49.057299,461,ROUBO A CAMINHÃO,ROUBO,TIJUCAS DO SUL,Vítima,1,1,1
C1970616170321163900,21/3/2017,"Terça-feira, 21 de Março de 2017",2017-03-21,16,NI,Não Informado,NI,-1,-1,-1,461,ROUBO A CAMINHÃO,ROUBO,MORRINHOS,Vítima,1,1,1
C1970666170304185000,4/3/2017,"Sábado, 4 de Março de 2017",2017-03-04,18,NI,Não Informado,NI,-1,-1,-1,461,ROUBO A CAMINHÃO,ROUBO,DELMIRO GOUVEIA,Autor,1,1,1
C1970666170304185000,4/3/2017,"Sábado, 4 de Março de 2017",2017-03-04,18,NI,Não Informado,NI,-1,-1,-1,461,ROUBO A CAMINHÃO,ROUBO,DELMIRO GOUVEIA,Vítima,1,1,1
C1970801170404091000,4/4/2017,"Terça-feira, 4 de Abril de 2017",2017-04-04,9,RJ,RIO DE JANEIRO,116 ,267,-22.560899,-44.137899,461,ROUBO A CAMINHÃO,ROUBO,BARRA MANSA,Autor,1,1,1
C1970801170404091000,4/4/2017,"Terça-feira, 4 de Abril de 2017",2017-04-04,9,RJ,RIO DE JANEIRO,116 ,267,-22.560899,-44.137899,461,ROUBO A CAMINHÃO,ROUBO,BARRA MANSA,Vítima,1,1,1
C1970875170609020700,9/6/2017,"Sexta-feira, 9 de Junho de 2017",2017-06-09,0,PR,PARANÁ,116 ,47,-25.213799,-48.900499,461,ROUBO A CAMINHÃO,ROUBO,CAMPINA GRANDE DO SUL,Autor,1,2,1
C1970875170609020700,9/6/2017,"Sexta-feira, 9 de Junho de 2017",2017-06-09,0,PR,PARANÁ,116 ,47,-25.213799,-48.900499,461,ROUBO A CAMINHÃO,ROUBO,CAMPINA GRANDE DO SUL,Vítima,1,2,1
C1971019170414090300,14/4/2017,"Sexta-feira, 14 de Abril de 2017",2017-04-14,1,SC,SANTA CATARINA,101 ,3,-26.003999,-48.872199,461,ROUBO A CAMINHÃO,ROUBO,GARUVA,Vítima,1,1,1
C1971033170104015200,4/1/2017,"Quarta-feira, 4 de Janeiro de 2017",2017-01-04,1,PR,PARANÁ,376 ,651,-25.844999,-49.074699,461,ROUBO A CAMINHÃO,ROUBO,TIJUCAS DO SUL,Vítima,1,1,1
C1971033170104021400,4/1/2017,"Quarta-feira, 4 de Janeiro de 2017",2017-01-04,1,PR,PARANÁ,376 ,651,-25.844999,-49.074699,461,ROUBO A CAMINHÃO,ROUBO,TIJUCAS DO SUL,Vítima,1,1,1
C1971033170124030800,24/1/2017,"Terça-feira, 24 de Janeiro de 2017",2017-01-24,2,PR,PARANÁ,376 ,627,-25.672899,-49.151299,461,ROUBO A CAMINHÃO,ROUBO,SAO JOSE DOS PINHAIS,Vítima,1,1,1
C1971033170127004500,27/1/2017,"Sexta-feira, 27 de Janeiro de 2017",2017-01-27,0,SC,SANTA CATARINA,101 ,5,-26.017799,-48.862299,461,ROUBO A CAMINHÃO,ROUBO,JOINVILLE,Vítima,1,1,1
C1971342170319064100,18/3/2017,"Sábado, 18 de Março de 2017",2017-03-18,19,CE,CEARÁ,222 ,179,-3.747499,-40.039299,461,ROUBO A CAMINHÃO,ROUBO,SOBRAL,Vítima,1,2,2
C1971355170211082900,10/2/2017,"Sexta-feira, 10 de Fevereiro de 2017",2017-02-10,22,RJ,RIO DE JANEIRO,116 ,207,-22.716199,-43.715799,461,ROUBO A CAMINHÃO,ROUBO,SEROPEDICA,Coautor,1,2,1
C1971355170211082900,10/2/2017,"Sexta-feira, 10 de Fevereiro de 2017",2017-02-10,22,RJ,RIO DE JANEIRO,116 ,207,-22.716199,-43.715799,461,ROUBO A CAMINHÃO,ROUBO,SEROPEDICA,Vítima,1,1,1
C1972097170412225600,12/4/2017,"Quarta-feira, 12 de Abril de 2017",2017-04-12,18,PR,PARANÁ,116 ,102,-25.569299,-49.182699,461,ROUBO A CAMINHÃO,ROUBO,SAO JOSE DOS PINHAIS,Vítima,1,1,2
C1972239170408144500,8/4/2017,"Sábado, 8 de Abril de 2017",2017-04-08,14,PB,PARAÍBA,101 ,1,-6.513799,-35.111299,461,ROUBO A CAMINHÃO,ROUBO,MATARACA,Vítima,1,1,1
C1973050170424192800,18/2/2017,"Sábado, 18 de Fevereiro de 2017",2017-02-18,2,PE,PERNAMBUCO,316 ,44,-7.684399,-40.362999,461,ROUBO A CAMINHÃO,ROUBO,TRINDADE,Vítima,1,1,1
C1974175170619173700,19/6/2017,"Segunda-feira, 19 de Junho de 2017",2017-06-19,17,SE,SERGIPE,101 ,205,-11.512599,-37.793199,461,ROUBO A CAMINHÃO,ROUBO,CRISTINAPOLIS,Vítima,1,1,2
C1974987170223023900,23/2/2017,"Quinta-feira, 23 de Fevereiro de 2017",2017-02-23,2,PR,PARANÁ,376 ,647,-25.835399,-49.109199,461,ROUBO A CAMINHÃO,ROUBO,TIJUCAS DO SUL,Vítima,1,1,2
C1974987170526043900,26/5/2017,"Sexta-feira, 26 de Maio de 2017",2017-05-26,4,SC,SANTA CATARINA,101 ,3,-26.003999,-48.872199,461,ROUBO A CAMINHÃO,ROUBO,GARUVA,Vítima,1,1,1
C1985705170402055200,2/4/2017,"Domingo, 2 de Abril de 2017",2017-04-02,5,SP,SÃO PAULO,116 ,551,-24.966399,-48.474999,461,ROUBO A CAMINHÃO,ROUBO,BARRA DO TURVO,Vítima,1,1,1
C1985710170418074400,17/4/2017,"Segunda-feira, 17 de Abril de 2017",2017-04-17,19,RJ,RIO DE JANEIRO,116 ,207,-22.716199,-43.715799,461,ROUBO A CAMINHÃO,ROUBO,SEROPEDICA,Vítima,1,1,1
C1985803170510065300,9/5/2017,"Terça-feira, 9 de Maio de 2017",2017-05-09,23,SP,SÃO PAULO,116 ,218,-23.459699,-46.484299,461,ROUBO A CAMINHÃO,ROUBO,GUARULHOS,Vítima,1,1,1
C1985827170213093800,13/2/2017,"Segunda-feira, 13 de Fevereiro de 2017",2017-02-13,4,SP,SÃO PAULO,116 ,362,-24.122899,-47.271499,461,ROUBO A CAMINHÃO,ROUBO,MIRACATU,Autor,1,1,1
C1985827170213093800,13/2/2017,"Segunda-feira, 13 de Fevereiro de 2017",2017-02-13,4,SP,SÃO PAULO,116 ,362,-24.122899,-47.271499,461,ROUBO A CAMINHÃO,ROUBO,MIRACATU,Vítima,1,1,1
C1986033170404074900,4/4/2017,"Terça-feira, 4 de Abril de 2017",2017-04-04,3,SP,SÃO PAULO,381 ,69,-23.346199,-46.565599,461,ROUBO A CAMINHÃO,ROUBO,MAIRIPORA,Vítima,1,1,1
C1986058170504235800,4/5/2017,"Quinta-feira, 4 de Maio de 2017",2017-05-04,21,SP,SÃO PAULO,116 ,179,-23.331299,-46.135199,461,ROUBO A CAMINHÃO,ROUBO,JACAREI,Vítima,1,1,2
C1986058170531021400,30/5/2017,"Terça-feira, 30 de Maio de 2017",2017-05-30,18,SP,SÃO PAULO,116 ,167,-23.302199,-46.024899,461,ROUBO A CAMINHÃO,ROUBO,JACAREI,Vítima,1,1,2
C1986074170306213400,6/3/2017,"Segunda-feira, 6 de Março de 2017",2017-03-06,16,SP,SÃO PAULO,116 ,200,-23.402799,-46.319799,461,ROUBO A CAMINHÃO,ROUBO,ARUJA,Vítima,1,1,1
C1986074170427010200,26/4/2017,"Quarta-feira, 26 de Abril de 2017",2017-04-26,16,SP,SÃO PAULO,116 ,186,-23.351999,-46.198999,461,ROUBO A CAMINHÃO,ROUBO,SANTA ISABEL,Autor,1,1,2
C1986074170427010200,26/4/2017,"Quarta-feira, 26 de Abril de 2017",2017-04-26,16,SP,SÃO PAULO,116 ,186,-23.351999,-46.198999,461,ROUBO A CAMINHÃO,ROUBO,SANTA ISABEL,Coautor,1,1,2
C1986074170427010200,26/4/2017,"Quarta-feira, 26 de Abril de 2017",2017-04-26,16,SP,SÃO PAULO,116 ,186,-23.351999,-46.198999,461,ROUBO A CAMINHÃO,ROUBO,SANTA ISABEL,Vítima,1,1,2
C1986074170518234200,18/5/2017,"Quinta-feira, 18 de Maio de 2017",2017-05-18,15,SP,SÃO PAULO,116 ,204,-23.412299,-46.356699,461,ROUBO A CAMINHÃO,ROUBO,ARUJA,Vítima,1,2,2
C1986074170523012900,22/5/2017,"Segunda-feira, 22 de Maio de 2017",2017-05-22,18,NI,Não Informado,NI,-1,-1,-1,461,ROUBO A CAMINHÃO,ROUBO,GUARULHOS,Autor,1,1,3
C1986074170523012900,22/5/2017,"Segunda-feira, 22 de Maio de 2017",2017-05-22,18,NI,Não Informado,NI,-1,-1,-1,461,ROUBO A CAMINHÃO,ROUBO,GUARULHOS,Coautor,1,1,3
C1986074170523012900,22/5/2017,"Segunda-feira, 22 de Maio de 2017",2017-05-22,18,NI,Não Informado,NI,-1,-1,-1,461,ROUBO A CAMINHÃO,ROUBO,GUARULHOS,Vítima,1,1,3
C1986074170613112700,12/6/2017,"Segunda-feira, 12 de Junho de 2017",2017-06-12,23,SP,SÃO PAULO,116 ,201,-23.403499,-46.330499,461,ROUBO A CAMINHÃO,ROUBO,ARUJA,Vítima,1,1,1
C1986552170107010300,7/1/2017,"Sábado, 7 de Janeiro de 2017",2017-01-07,1,RJ,RIO DE JANEIRO,116 ,190,-22.734799,-43.554599,461,ROUBO A CAMINHÃO,ROUBO,QUEIMADOS,Vítima,1,2,1
C1989160170320201000,20/3/2017,"Segunda-feira, 20 de Março de 2017",2017-03-20,19,PR,PARANÁ,116 ,108,-25.567099,-49.238899,461,ROUBO A CAMINHÃO,ROUBO,SAO JOSE DOS PINHAIS,Vítima,1,1,1
C1989160170504040100,26/4/2017,"Quarta-feira, 26 de Abril de 2017",2017-04-26,4,PR,PARANÁ,376 ,660,-25.852899,-49.000699,461,ROUBO A CAMINHÃO,ROUBO,TIJUCAS DO SUL,Vítima,1,1,1
C1989171170128080900,28/1/2017,"Sábado, 28 de Janeiro de 2017",2017-01-28,2,CE,CEARÁ,116 ,114,-4.599399,-38.203999,461,ROUBO A CAMINHÃO,ROUBO,RUSSAS,Vítima,1,1,3
C1989171170128084500,28/1/2017,"Sábado, 28 de Janeiro de 2017",2017-01-28,2,CE,CEARÁ,116 ,113,-4.592999,-38.210399,461,ROUBO A CAMINHÃO,ROUBO,RUSSAS,Vítima,1,1,3
C1989239170201100700,31/1/2017,"Terça-feira, 31 de Janeiro de 2017",2017-01-31,0,BA,BAHIA,110 ,78,-10.084199,-38.327699,461,ROUBO A CAMINHÃO,ROUBO,JEREMOABO,Vítima,1,1,2
C1989355170325183700,25/3/2017,"Sábado, 25 de Março de 2017",2017-03-25,18,PE,PERNAMBUCO,232 ,435,-8.004199,-38.488199,461,ROUBO A CAMINHÃO,ROUBO,SERRA TALHADA,Vítima,1,1,1
C1989355170404114200,4/4/2017,"Terça-feira, 4 de Abril de 2017",2017-04-04,11,PE,PERNAMBUCO,232 ,485,-8.009399,-38.907899,461,ROUBO A CAMINHÃO,ROUBO,VERDEJANTE,Vítima,1,1,2
C1989976170326195800,26/3/2017,"Domingo, 26 de Março de 2017",2017-03-26,19,AL,ALAGOAS,316 ,175,-9.554899,-36.513399,461,ROUBO A CAMINHÃO,ROUBO,BELEM,Vítima,1,1,1
C1990226170408220000,8/4/2017,"Sábado, 8 de Abril de 2017",2017-04-08,20,PR,PARANÁ,116 ,42,-25.179199,-48.880299,461,ROUBO A CAMINHÃO,ROUBO,CAMPINA GRANDE DO SUL,Vítima,1,1,1
C1990226170630061500,30/6/2017,"Sexta-feira, 30 de Junho de 2017",2017-06-30,5,PR,PARANÁ,116 ,17,-25.103499,-48.706499,461,ROUBO A CAMINHÃO,ROUBO,CAMPINA GRANDE DO SUL,Vítima,1,1,1
C1990324170517045500,17/5/2017,"Quarta-feira, 17 de Maio de 2017",2017-05-17,3,PR,PARANÁ,116 ,17,-25.103499,-48.706499,461,ROUBO A CAMINHÃO,ROUBO,ANGULO,Vítima,1,1,1
C1990324170517051200,17/5/2017,"Quarta-feira, 17 de Maio de 2017",2017-05-17,4,PR,PARANÁ,116 ,12,-25.098099,-48.661199,461,ROUBO A CAMINHÃO,ROUBO,CAMPINA GRANDE DO SUL,Vítima,1,1,1
C1990324170517053800,17/5/2017,"Quarta-feira, 17 de Maio de 2017",2017-05-17,4,PR,PARANÁ,116 ,12,-25.098099,-48.661199,461,ROUBO A CAMINHÃO,ROUBO,CAMPINA GRANDE DO SUL,Vítima,1,1,1
C1990324170517061600,17/5/2017,"Quarta-feira, 17 de Maio de 2017",2017-05-17,3,PR,PARANÁ,116 ,17,-25.103499,-48.706499,461,ROUBO A CAMINHÃO,ROUBO,ANTONINA,Vítima,1,1,1
C1990324170525082000,25/5/2017,"Quinta-feira, 25 de Maio de 2017",2017-05-25,4,PR,PARANÁ,116 ,12,-25.098099,-48.661199,461,ROUBO A CAMINHÃO,ROUBO,CAMPINA GRANDE DO SUL,Vítima,1,1,1
C1990428170428010500,28/4/2017,"Sexta-feira, 28 de Abril de 2017",2017-04-28,0,PR,PARANÁ,116 ,62,-25.307499,-48.978499,461,ROUBO A CAMINHÃO,ROUBO,CAMPINA GRANDE DO SUL,Vítima,1,1,1
C1990514170626054000,26/6/2017,"Segunda-feira, 26 de Junho de 2017",2017-06-26,3,PR,PARANÁ,376 ,273,-23.765199,-51.272299,461,ROUBO A CAMINHÃO,ROUBO,MARILANDIA DO SUL,Autor,1,2,2
C1991474170125192500,25/1/2017,"Quarta-feira, 25 de Janeiro de 2017",2017-01-25,3,NI,Não Informado,NI,-1,-1,-1,461,ROUBO A CAMINHÃO,ROUBO,JATAI,Vítima,1,1,1
C1992073170520080000,20/5/2017,"Sábado, 20 de Maio de 2017",2017-05-20,7,TO,TOCANTINS,153 ,456,-9.869599,-48.724699,461,ROUBO A CAMINHÃO,ROUBO,BARROLANDIA,Vítima,1,1,3
C1994333170213091500,13/2/2017,"Segunda-feira, 13 de Fevereiro de 2017",2017-02-13,2,MA,MARANHÃO,010 ,144,-6.461499,-47.396599,461,ROUBO A CAMINHÃO,ROUBO,PORTO FRANCO,Vítima,1,2,1
C1995769170204151900,4/2/2017,"Sábado, 4 de Fevereiro de 2017",2017-02-04,1,NI,Não Informado,NI,-1,-1,-1,461,ROUBO A CAMINHÃO,ROUBO,LAJES,Vítima,1,1,3
C2150617170217045000,17/2/2017,"Sexta-feira, 17 de Fevereiro de 2017",2017-02-17,3,SP,SÃO PAULO,116 ,294,-23.750299,-46.901199,461,ROUBO A CAMINHÃO,ROUBO,ITAPECERICA DA SERRA,Autor,1,1,1
C2150617170217045000,17/2/2017,"Sexta-feira, 17 de Fevereiro de 2017",2017-02-17,3,SP,SÃO PAULO,116 ,294,-23.750299,-46.901199,461,ROUBO A CAMINHÃO,ROUBO,ITAPECERICA DA SERRA,Vítima,1,1,1
C2150635170302105300,2/3/2017,"Quinta-feira, 2 de Março de 2017",2017-03-02,6,NI,Não Informado,NI,-1,-1,-1,461,ROUBO A CAMINHÃO,ROUBO,SANTA HELENA DE GOIAS,Vítima,1,1,1
C2151514170325100000,24/3/2017,"Sexta-feira, 24 de Março de 2017",2017-03-24,3,NI,Não Informado,NI,-1,-1,-1,461,ROUBO A CAMINHÃO,ROUBO,URUACU,Vítima,1,1,2
C2151514170329123200,25/3/2017,"Sábado, 25 de Março de 2017",2017-03-25,22,GO,GOIÁS,153 ,200,-14.520899,-49.156199,461,ROUBO A CAMINHÃO,ROUBO,URUACU,Vítima,1,2,1
C2151718170609182000,9/6/2017,"Sexta-feira, 9 de Junho de 2017",2017-06-09,17,SP,SÃO PAULO,116 ,511,-24.843199,-48.212099,461,ROUBO A CAMINHÃO,ROUBO,CAJATI,Vítima,1,1,1
C2152855170118184600,18/1/2017,"Quarta-feira, 18 de Janeiro de 2017",2017-01-18,18,PI,PIAUÍ,343 ,553,-6.593299,-42.804999,461,ROUBO A CAMINHÃO,ROUBO,FRANCISCO AYRES,Vítima,1,1,2
C2153064170315105200,15/3/2017,"Quarta-feira, 15 de Março de 2017",2017-03-15,1,PR,PARANÁ,376 ,646,-25.829799,-49.116799,461,ROUBO A CAMINHÃO,ROUBO,TIJUCAS DO SUL,Vítima,1,1,3
C2153479170609020200,8/6/2017,"Quinta-feira, 8 de Junho de 2017",2017-06-08,21,PR,PARANÁ,116 ,47,-25.213799,-48.900499,461,ROUBO A CAMINHÃO,ROUBO,CAMPINA GRANDE DO SUL,Vítima,1,1,0
C2153858170519144100,19/5/2017,"Sexta-feira, 19 de Maio de 2017",2017-05-19,12,GO,GOIÁS,153 ,385,-15.947099,-49.190399,461,ROUBO A CAMINHÃO,ROUBO,SAO FRANCISCO DE GOIAS,Vítima,1,1,2
C2153999170627223500,27/6/2017,"Terça-feira, 27 de Junho de 2017",2017-06-27,22,PR,PARANÁ,116 ,26,-25.107699,-48.787999,461,ROUBO A CAMINHÃO,ROUBO,CAMPINA GRANDE DO SUL,Vítima,1,1,2
C2154650170227052300,27/2/2017,"Segunda-feira, 27 de Fevereiro de 2017",2017-02-27,2,PR,PARANÁ,116 ,68,-25.326099,-49.027199,461,ROUBO A CAMINHÃO,ROUBO,QUATRO BARRAS,Vítima,1,1,2
C2154963170310034500,10/3/2017,"Sexta-feira, 10 de Março de 2017",2017-03-10,2,PR,PARANÁ,116 ,34,-25.120799,-48.855199,461,ROUBO A CAMINHÃO,ROUBO,CAMPINA GRANDE DO SUL,Vítima,1,1,1
C2154963170322061800,22/3/2017,"Quarta-feira, 22 de Março de 2017",2017-03-22,3,PR,PARANÁ,116 ,17,-25.103499,-48.706499,461,ROUBO A CAMINHÃO,ROUBO,ANTONINA,Vítima,1,1,1
C2154963170513042500,13/5/2017,"Sábado, 13 de Maio de 2017",2017-05-13,2,PR,PARANÁ,116 ,17,-25.103499,-48.706499,461,ROUBO A CAMINHÃO,ROUBO,ANTONINA,Vítima,1,1,1
C2154963170513051700,13/5/2017,"Sábado, 13 de Maio de 2017",2017-05-13,3,NI,Não Informado,NI,-1,-1,-1,461,ROUBO A CAMINHÃO,ROUBO,CAMPINA GRANDE DO SUL,Vítima,1,1,1
C2154977170109221000,9/1/2017,"Segunda-feira, 9 de Janeiro de 2017",2017-01-09,22,PR,PARANÁ,277 ,125,-25.452199,-49.589699,461,ROUBO A CAMINHÃO,ROUBO,BALSA NOVA,Vítima,1,1,1
C2154977170126050200,26/1/2017,"Quinta-feira, 26 de Janeiro de 2017",2017-01-26,3,PR,PARANÁ,277 ,130,-25.456299,-49.634299,461,ROUBO A CAMINHÃO,ROUBO,BALSA NOVA,Vítima,1,1,1
C2157202170121094800,21/1/2017,"Sábado, 21 de Janeiro de 2017",2017-01-21,6,NI,Não Informado,NI,-1,-1,-1,461,ROUBO A CAMINHÃO,ROUBO,BARRA DO TURVO,Vítima,1,1,0
C2160217170120035200,20/1/2017,"Sexta-feira, 20 de Janeiro de 2017",2017-01-20,3,GO,GOIÁS,153 ,241,-14.847099,-49.314599,461,ROUBO A CAMINHÃO,ROUBO,SAO LUIZ DO NORTE,Vítima,1,3,3
C2164027170316113300,15/3/2017,"Quarta-feira, 15 de Março de 2017",2017-03-15,2,GO,GOIÁS,153 ,81,-13.519599,-49.118099,461,ROUBO A CAMINHÃO,ROUBO,PORANGATU,Vítima,1,1,1
C2194072170211105200,11/2/2017,"Sábado, 11 de Fevereiro de 2017",2017-02-11,2,PE,PERNAMBUCO,116 ,32,-8.120399,-39.119699,461,ROUBO A CAMINHÃO,ROUBO,SALGUEIRO,Vítima,1,3,1
C2194195170204185000,4/2/2017,"Sábado, 4 de Fevereiro de 2017",2017-02-04,14,AC,ACRE,364 ,122,-10.011899,-67.772599,461,ROUBO A CAMINHÃO,ROUBO,RIO BRANCO,Envolvido,1,1,1
C2194195170204185000,4/2/2017,"Sábado, 4 de Fevereiro de 2017",2017-02-04,14,AC,ACRE,364 ,122,-10.011899,-67.772599,461,ROUBO A CAMINHÃO,ROUBO,RIO BRANCO,Testemunha,1,2,1
C2194195170204185000,4/2/2017,"Sábado, 4 de Fevereiro de 2017",2017-02-04,14,AC,ACRE,364 ,122,-10.011899,-67.772599,461,ROUBO A CAMINHÃO,ROUBO,RIO BRANCO,Vítima,1,1,1
C2194778170112083800,11/1/2017,"Quarta-feira, 11 de Janeiro de 2017",2017-01-11,20,SP,SÃO PAULO,116 ,522,-24.904599,-48.254499,461,ROUBO A CAMINHÃO,ROUBO,CAJATI,Vítima,1,1,2
C2195264170227033400,27/2/2017,"Segunda-feira, 27 de Fevereiro de 2017",2017-02-27,2,GO,GOIÁS,364 ,197,-17.920299,-51.731799,461,ROUBO A CAMINHÃO,ROUBO,JATAI,Vítima,1,1,2
C2195613170304021300,4/3/2017,"Sábado, 4 de Março de 2017",2017-03-04,2,SP,SÃO PAULO,116 ,406,-24.324699,-47.555499,461,ROUBO A CAMINHÃO,ROUBO,JUQUIA,Vítima,1,1,1
C2195678170218232900,18/2/2017,"Sábado, 18 de Fevereiro de 2017",2017-02-18,23,SP,SÃO PAULO,116 ,513,-24.854799,-48.211199,461,ROUBO A CAMINHÃO,ROUBO,CAJATI,Vítima,1,1,2
C2196292170331040600,31/3/2017,"Sexta-feira, 31 de Março de 2017",2017-03-31,3,RJ,RIO DE JANEIRO,116 ,257,-22.591899,-44.067399,461,ROUBO A CAMINHÃO,ROUBO,VOLTA REDONDA,Vítima,1,2,1
C2196601170127132900,27/1/2017,"Sexta-feira, 27 de Janeiro de 2017",2017-01-27,0,GO,GOIÁS,364 ,235,-17.801699,-52.046099,461,ROUBO A CAMINHÃO,ROUBO,MINEIROS,Vítima,1,1,3
C2256379170226123800,23/2/2017,"Quinta-feira, 23 de Fevereiro de 2017",2017-02-23,23,GO,GOIÁS,364 ,310,-17.475199,-52.570799,461,ROUBO A CAMINHÃO,ROUBO,MINEIROS,Vítima,1,1,3
C2259013170214193800,14/2/2017,"Terça-feira, 14 de Fevereiro de 2017",2017-02-14,14,PE,PERNAMBUCO,232 ,547,-8.088299,-39.436599,461,ROUBO A CAMINHÃO,ROUBO,TERRA NOVA,Vítima,1,1,1
C2259817170118082300,18/1/2017,"Quarta-feira, 18 de Janeiro de 2017",2017-01-18,8,GO,GOIÁS,153 ,47,-13.225099,-49.147299,461,ROUBO A CAMINHÃO,ROUBO,PORANGATU,Vítima,1,1,1
C2259817170409024400,8/4/2017,"Sábado, 8 de Abril de 2017",2017-04-08,8,GO,GOIÁS,153 ,145,-14.037299,-49.088399,461,ROUBO A CAMINHÃO,ROUBO,MARA ROSA,Vítima,1,1,1
C2263385170106061500,6/1/2017,"Sexta-feira, 6 de Janeiro de 2017",2017-01-06,2,NI,Não Informado,NI,-1,-1,-1,461,ROUBO A CAMINHÃO,ROUBO,BARREIRAS,Vítima,1,2,2
C2263788170219121100,19/2/2017,"Domingo, 19 de Fevereiro de 2017",2017-02-19,10,NI,Não Informado,NI,-1,-1,-1,461,ROUBO A CAMINHÃO,ROUBO,ACAILANDIA,Vítima,1,1,1
C2263788170307134300,7/3/2017,"Terça-feira, 7 de Março de 2017",2017-03-07,10,MA,MARANHÃO,010 ,283,-5.257799,-47.508699,461,ROUBO A CAMINHÃO,ROUBO,IMPERATRIZ,Vítima,1,1,1
C2312755170101171200,1/1/2017,"Domingo, 1 de Janeiro de 2017",2017-01-01,8,AL,ALAGOAS,101 ,25,-9.057799,-35.718899,461,ROUBO A CAMINHÃO,ROUBO,JOAQUIM GOMES,Vítima,1,1,1
C2312808170203052000,3/2/2017,"Sexta-feira, 3 de Fevereiro de 2017",2017-02-03,4,RJ,RIO DE JANEIRO,116 ,172,-22.778999,-43.394999,461,ROUBO A CAMINHÃO,ROUBO,RIO DE JANEIRO,Vítima,1,1,3
C2313039170215031900,15/2/2017,"Quarta-feira, 15 de Fevereiro de 2017",2017-02-15,3,PR,PARANÁ,277 ,129,-25.453099,-49.625,461,ROUBO A CAMINHÃO,ROUBO,BALSA NOVA,Vítima,1,1,1
C2313137170325064800,25/3/2017,"Sábado, 25 de Março de 2017",2017-03-25,0,MT,MATO GROSSO,163 ,509,-14.513999,-56.209099,461,ROUBO A CAMINHÃO,ROUBO,DIAMANTINO,Vítima,1,3,2
